Date,LogReturn,IntervalDays,StartDate
1999-10-29,-0.1022287513,10,1999-10-18
1999-11-12,-0.09457119900000001,10,1999-11-01
1999-11-29,-0.031098359000000006,10,1999-11-15
1999-12-13,-0.065422739,10,1999-11-30
1999-12-28,-0.152663401,10,1999-12-14
2000-01-11,0.05904206599999999,10,1999-12-29
2000-01-26,-0.032531588000000014,10,2000-01-12
2000-02-09,-0.12951571499999998,10,2000-01-27
2000-02-24,-0.021426505999999998,10,2000-02-10
2000-03-09,-0.093289621,10,2000-02-25
2000-03-23,-0.02251470999999998,10,2000-03-10
2000-04-06,0.08913249599999999,10,2000-03-24
2000-04-20,0.246629791,10,2000-04-07
2000-05-05,-0.04890190899999998,10,2000-04-24
2000-05-19,0.075744494,10,2000-05-08
2000-06-05,-0.11054750099999998,10,2000-05-22
2000-06-19,-0.0758950662,10,2000-06-06
2000-07-03,0.07494113500000002,10,2000-06-20
2000-07-18,-0.05183591800000001,10,2000-07-05
2000-08-01,0.09650913800000001,10,2000-07-19
2000-08-15,-0.06406048099999999,10,2000-08-02
2000-08-29,-0.0643865114,10,2000-08-16
2000-09-13,0.060050611999999996,10,2000-08-30
2000-09-27,0.003288415000000003,10,2000-09-14
2000-10-11,0.21501259700000003,10,2000-09-28
2000-10-25,-0.052734449,10,2000-10-12
2000-11-08,0.035375301,10,2000-10-26
2000-11-22,0.07714515599999999,10,2000-11-09
2000-12-07,-0.022811302,10,2000-11-24
2000-12-21,0.17265574,10,2000-12-08
2001-01-08,0.05261067500000003,10,2000-12-22
2001-01-23,-0.16514699600000002,10,2001-01-09
2001-02-06,0.12351473700000001,10,2001-01-24
2001-02-21,0.170258457,10,2001-02-07
2001-03-07,0.047493292000000006,10,2001-02-22
2001-03-21,0.12998863500000002,10,2001-03-08
2001-04-04,0.11366013599999998,10,2001-03-22
2001-04-19,-0.241282895,10,2001-04-05
2001-05-03,0.005060441999999995,10,2001-04-20
2001-05-17,-0.0020147990000000124,10,2001-05-04
2001-06-01,0.047187457,10,2001-05-18
2001-06-15,0.098415322,10,2001-06-04
2001-06-29,-0.09199397200000001,10,2001-06-18
2001-07-16,0.05485233100000002,10,2001-07-02
2001-07-30,0.026920963000000003,10,2001-07-17
2001-08-13,0.03239095699999999,10,2001-07-31
2001-08-27,0.06570283399999999,10,2001-08-14
2001-09-17,0.22019958299999998,10,2001-08-28
2001-10-01,0.05477017,10,2001-09-18
2001-10-15,-0.192025308,10,2001-10-02
2001-10-29,0.045547302,10,2001-10-16
2001-11-12,-0.163550983,10,2001-10-30
2001-11-27,0.015125582999999995,10,2001-11-13
2001-12-11,-0.07001352599999999,10,2001-11-28
2001-12-26,0.038748238000000004,10,2001-12-12
2002-01-10,-0.017089578999999994,10,2001-12-27
2002-01-25,0.043338667,10,2002-01-11
2002-02-08,0.05735014200000001,10,2002-01-28
2002-02-25,0.053124344999999976,10,2002-02-11
2002-03-11,-0.081743659,10,2002-02-26
2002-03-25,0.05473497,10,2002-03-12
2002-04-09,0.05442966899999999,10,2002-03-26
2002-04-23,0.045753607,10,2002-04-10
2002-05-07,0.015406168999999983,10,2002-04-24
2002-05-21,0.014056425000000004,10,2002-05-08
2002-06-05,0.08831852100000001,10,2002-05-22
2002-06-19,0.085788613,10,2002-06-06
2002-07-03,0.0014693830000000047,10,2002-06-20
2002-07-18,0.094269143,10,2002-07-05
2002-08-01,0.078556596,10,2002-07-19
2002-08-15,-0.109769779,10,2002-08-02
2002-08-29,0.055398906,10,2002-08-16
2002-09-13,0.036635715,10,2002-08-30
2002-09-27,0.087315627,10,2002-09-16
2002-10-11,-0.078770503,10,2002-09-30
2002-10-25,-0.08377365,10,2002-10-14
2002-11-08,0.00715189099999999,10,2002-10-28
2002-11-22,-0.147518242,10,2002-11-11
2002-12-09,0.08707752100000002,10,2002-11-25
2002-12-23,0.009512024999999997,10,2002-12-10
2003-01-08,-0.05027400300000001,10,2002-12-24
2003-01-23,0.077124244,10,2003-01-09
2003-02-06,0.040072327,10,2003-01-24
2003-02-21,-0.038575495,10,2003-02-07
2003-03-07,0.031039051999999998,10,2003-02-24
2003-03-21,-0.08238763799999999,10,2003-03-10
2003-04-04,-0.005884667000000005,10,2003-03-24
2003-04-21,-0.045616799,10,2003-04-07
2003-05-05,-0.04465051,10,2003-04-22
2003-05-19,0.035252123,10,2003-05-06
2003-06-03,-0.09582061500000001,10,2003-05-20
2003-06-17,-0.018717232,10,2003-06-04
2003-07-01,0.0017243810000000005,10,2003-06-18
2003-07-16,-0.008146536000000006,10,2003-07-02
2003-07-30,-0.016582295000000004,10,2003-07-17
2003-08-13,0.019804192999999998,10,2003-07-31
2003-08-27,-0.06226689409999999,10,2003-08-14
2003-09-11,-0.018811243,10,2003-08-28
2003-09-25,0.03624025000000001,10,2003-09-12
2003-10-09,-0.07044449100000001,10,2003-09-26
2003-10-23,0.024688876,10,2003-10-10
2003-11-06,-0.047113801999999996,10,2003-10-24
2003-11-20,0.045138531999999995,10,2003-11-07
2003-12-05,-0.03205152400000001,10,2003-11-21
2003-12-19,-0.009586845000000007,10,2003-12-08
2004-01-06,-0.056057337,10,2003-12-22
2004-01-21,-0.010615336000000003,10,2004-01-07
2004-02-04,0.043666488,10,2004-01-22
2004-02-19,-0.011584282000000001,10,2004-02-05
2004-03-04,0.006165651000000003,10,2004-02-20
2004-03-18,0.051836912,10,2004-03-05
2004-04-01,-0.063520005,10,2004-03-19
2004-04-16,0.011350491,10,2004-04-02
2004-04-30,0.04029249400000001,10,2004-04-19
2004-05-14,0.025323423999999997,10,2004-05-03
2004-05-28,-0.062257678000000004,10,2004-05-17
2004-06-15,-0.007766621,10,2004-06-01
2004-06-29,-0.024462030000000003,10,2004-06-16
2004-07-14,0.06871786390000001,10,2004-06-30
2004-07-28,0.012343510999999998,10,2004-07-15
2004-08-11,0.069669822,10,2004-07-29
2004-08-25,-0.059197241,10,2004-08-12
2004-09-09,-0.020751697999999996,10,2004-08-26
2004-09-23,0.009921669000000001,10,2004-09-10
2004-10-07,-0.022552114,10,2004-09-24
2004-10-21,-0.005081548999999998,10,2004-10-08
2004-11-04,-0.05872467699999999,10,2004-10-22
2004-11-18,-0.0174635204,10,2004-11-05
2004-12-03,-0.042557735000000006,10,2004-11-19
2004-12-17,0.017200788,10,2004-12-06
2005-01-03,0.012731697,10,2004-12-20
2005-01-18,0.016796011399999998,10,2005-01-04
2005-02-01,0.013384551999999997,10,2005-01-19
2005-02-15,-0.011286147000000002,10,2005-02-02
2005-03-02,0.019985605999999996,10,2005-02-16
2005-03-16,0.016176275,10,2005-03-03
2005-03-31,0.012364122899999996,10,2005-03-17
2005-04-14,0.042230921000000005,10,2005-04-01
2005-04-28,-0.008623850999999998,10,2005-04-15
2005-05-12,-0.034477827,10,2005-04-29
2005-05-26,-0.05243501,10,2005-05-13
2005-06-10,0.013426944000000003,10,2005-05-27
2005-06-24,0.023409208999999997,10,2005-06-13
2005-07-11,-0.040565157,10,2005-06-27
2005-07-25,-0.027479759000000003,10,2005-07-12
2005-08-08,-0.0013812189999999995,10,2005-07-26
2005-08-22,0.018812573,10,2005-08-09
2005-09-06,-0.018012823,10,2005-08-23
2005-09-20,0.024051510999999998,10,2005-09-07
2005-10-04,-0.0061786914,10,2005-09-21
2005-10-18,0.0012161229999999995,10,2005-10-05
2005-11-01,-0.017481260999999998,10,2005-10-19
2005-11-15,-0.033345248,10,2005-11-02
2005-11-30,-0.031489044,10,2005-11-16
2005-12-14,0.001514985,10,2005-12-01
2005-12-29,0.033765795,10,2005-12-15
2006-01-13,-0.053946288999999994,10,2005-12-30
2006-01-30,0.014876375000000004,10,2006-01-17
2006-02-13,0.028940256999999997,10,2006-01-31
2006-02-28,-0.019443311,10,2006-02-14
2006-03-14,7.081699999999906e-05,10,2006-03-01
2006-03-28,-0.005520421000000001,10,2006-03-15
2006-04-11,-0.0005339439999999996,10,2006-03-29
2006-04-26,-0.007241643999999997,10,2006-04-12
2006-05-10,0.03536174,10,2006-04-27
2006-05-24,0.035494767999999996,10,2006-05-11
2006-06-08,0.030923067,10,2006-05-25
2006-06-22,-5.157799999999744e-05,10,2006-06-09
2006-07-07,0.019629856000000005,10,2006-06-23
2006-07-21,0.025680344,10,2006-07-10
2006-08-04,-0.007922179000000001,10,2006-07-24
2006-08-18,-0.043859415,10,2006-08-07
2006-09-01,-0.026903712000000003,10,2006-08-21
2006-09-18,-0.010779200999999999,10,2006-09-05
2006-10-02,-0.011786632000000003,10,2006-09-19
2006-10-16,-0.041392219,10,2006-10-03
2006-10-30,-0.013323264000000001,10,2006-10-17
2006-11-13,-0.031078394,10,2006-10-31
2006-11-28,-0.0030949749999999976,10,2006-11-14
2006-12-12,0.005217826,10,2006-11-29
2006-12-27,0.013832728999999998,10,2006-12-13
2007-01-12,-0.046379426,10,2006-12-28
2007-01-29,0.035736634999999996,10,2007-01-16
2007-02-12,-0.0034029880000000005,10,2007-01-30
2007-02-27,0.012506263000000004,10,2007-02-13
2007-03-13,0.010557048000000003,10,2007-02-28
2007-03-27,-0.015590764999999998,10,2007-03-14
2007-04-11,-0.023968581000000003,10,2007-03-28
2007-04-25,-0.0410961249,10,2007-04-12
2007-05-09,0.0076339709,10,2007-04-26
2007-05-23,0.0003200149999999999,10,2007-05-10
2007-06-07,-0.0167479048,10,2007-05-24
2007-06-21,-0.008191885999999999,10,2007-06-08
2007-07-06,-0.03439745500000001,10,2007-06-22
2007-07-20,-0.023416621,10,2007-07-09
2007-08-03,0.041081278,10,2007-07-23
2007-08-17,0.031878606,10,2007-08-06
2007-08-31,-0.065160669,10,2007-08-20
2007-09-17,-0.0073276665,10,2007-09-04
2007-10-01,-0.038797908,10,2007-09-18
2007-10-15,-0.016522407,10,2007-10-02
2007-10-29,-0.025912548,10,2007-10-16
2007-11-12,0.066257389,10,2007-10-30
2007-11-27,-0.014086600999999994,10,2007-11-13
2007-12-11,-0.002845059999999998,10,2007-11-28
2007-12-26,-0.002248393999999999,10,2007-12-12
2008-01-10,0.09625978300000002,10,2007-12-27
2008-01-25,0.05796845400000001,10,2008-01-11
2008-02-08,0.006664522999999992,10,2008-01-28
2008-02-25,0.0009931920000000004,10,2008-02-11
2008-03-10,0.028516254999999997,10,2008-02-26
2008-03-25,-0.042909937,10,2008-03-11
2008-04-08,-0.0048909510000000045,10,2008-03-26
2008-04-22,-0.043121191999999996,10,2008-04-09
2008-05-06,-0.023204292999999987,10,2008-04-23
2008-05-20,-0.0027531723999999966,10,2008-05-07
2008-06-04,-0.049018888999999996,10,2008-05-21
2008-06-18,0.035874866000000005,10,2008-06-05
2008-07-02,0.087625516,10,2008-06-19
2008-07-17,-0.003780660999999994,10,2008-07-03
2008-07-31,-0.0018247630000000018,10,2008-07-18
2008-08-14,-0.06926438359999999,10,2008-08-01
2008-08-28,0.044403002,10,2008-08-15
2008-09-12,0.093460929,10,2008-08-29
2008-09-26,0.130939726,10,2008-09-15
2008-10-10,0.04554242899999998,10,2008-09-29
2008-10-24,0.20053701800000004,10,2008-10-13
2008-11-07,-0.06712753610000001,10,2008-10-27
2008-11-21,0.08041448200000001,10,2008-11-10
2008-12-08,-0.04911435299999999,10,2008-11-24
2008-12-22,0.024428923999999998,10,2008-12-09
2009-01-07,-0.056943342,10,2008-12-23
2009-01-22,0.063132215,10,2009-01-08
2009-02-05,-0.08287190800000001,10,2009-01-23
2009-02-20,0.12359150099999999,10,2009-02-06
2009-03-06,0.078370752,10,2009-02-23
2009-03-20,-0.188025956,10,2009-03-09
2009-04-03,-0.041429838,10,2009-03-23
2009-04-20,-0.012081171000000005,10,2009-04-06
2009-05-04,-0.068864454,10,2009-04-21
2009-05-18,0.018257967800000004,10,2009-05-05
2009-06-02,-0.053877840999999996,10,2009-05-19
2009-06-16,0.013338851000000004,10,2009-06-03
2009-06-30,-0.017329685999999997,10,2009-06-17
2009-07-15,-0.025019553,10,2009-07-01
2009-07-29,-0.05818679300000001,10,2009-07-16
2009-08-12,-0.011598021000000003,10,2009-07-30
2009-08-26,-0.007536077999999996,10,2009-08-13
2009-09-10,-0.026750991000000005,10,2009-08-27
2009-09-24,-0.005142616000000001,10,2009-09-11
2009-10-08,-0.019644632000000006,10,2009-09-25
2009-10-22,-0.014862154000000002,10,2009-10-09
2009-11-05,0.013127307000000003,10,2009-10-23
2009-11-19,-0.019244404,10,2009-11-06
2009-12-04,-0.010856802999999998,10,2009-11-20
2009-12-18,-0.024992719,10,2009-12-07
2010-01-05,-0.026776453000000002,10,2009-12-21
2010-01-20,0.014937300000000002,10,2010-01-06
2010-02-03,0.065645461,10,2010-01-21
2010-02-18,-0.0508107752,10,2010-02-04
2010-03-04,-0.035155618,10,2010-02-19
2010-03-18,-0.022963644999999998,10,2010-03-05
2010-04-01,-0.023222007,10,2010-03-19
2010-04-16,-0.017889117,10,2010-04-05
2010-04-30,-0.008934260000000001,10,2010-04-19
2010-05-14,0.05887108099999999,10,2010-05-03
2010-05-28,0.042886303,10,2010-05-17
2010-06-14,-0.033460410999999995,10,2010-06-01
2010-06-28,0.07290872,10,2010-06-15
2010-07-13,-0.049409216,10,2010-06-29
2010-07-27,-0.010311334,10,2010-07-14
2010-08-10,0.014653302,10,2010-07-28
2010-08-24,0.029978098999999998,10,2010-08-11
2010-09-08,-0.051825292999999995,10,2010-08-25
2010-09-22,-0.049649702,10,2010-09-09
2010-10-06,-0.014763223999999998,10,2010-09-23
2010-10-20,-0.0382665731,10,2010-10-07
2010-11-03,-0.045684561,10,2010-10-21
2010-11-17,0.024537559999999996,10,2010-11-04
2010-12-02,-0.026076736,10,2010-11-18
2010-12-16,-0.012300981,10,2010-12-03
2010-12-31,-0.016071822,10,2010-12-17
2011-01-14,-0.032540368,10,2011-01-03
2011-01-31,0.0016502850000000048,10,2011-01-18
2011-02-14,-0.024208350999999996,10,2011-02-01
2011-03-01,0.023425845999999997,10,2011-02-15
2011-03-15,0.05467459100000001,10,2011-03-02
2011-03-29,-0.058856194,10,2011-03-16
2011-04-12,0.008549100999999998,10,2011-03-30
2011-04-27,-0.03947171000000001,10,2011-04-13
2011-05-11,0.0008344067,10,2011-04-28
2011-05-25,0.034630884,10,2011-05-12
2011-06-09,0.046121892,10,2011-05-26
2011-06-23,0.0018160729999999996,10,2011-06-10
2011-07-08,-0.063326725,10,2011-06-24
2011-07-22,-0.02597223,10,2011-07-11
2011-08-05,0.162634198,10,2011-07-25
2011-08-19,0.007580998999999996,10,2011-08-08
2011-09-02,-0.058354813000000005,10,2011-08-22
2011-09-19,-0.05750000300000001,10,2011-09-06
2011-10-03,0.07536954799999998,10,2011-09-20
2011-10-17,-0.10497203399999999,10,2011-10-04
2011-10-31,0.028522877,10,2011-10-18
2011-11-14,-0.029102021999999998,10,2011-11-01
2011-11-29,0.030482210999999988,10,2011-11-15
2011-12-13,0.027460578,10,2011-11-30
2011-12-28,-0.023037251999999998,10,2011-12-14
2012-01-12,-0.037328391,10,2011-12-29
2012-01-27,-0.03859656709999999,10,2012-01-13
2012-02-10,-0.041385820000000004,10,2012-01-30
2012-02-27,-0.024591135,10,2012-02-13
2012-03-12,-0.024000897,10,2012-02-28
2012-03-26,-0.030913759,10,2012-03-13
2012-04-10,0.026954867,10,2012-03-27
2012-04-24,-0.0005500439999999961,10,2012-04-11
2012-05-08,0.03311895100000001,10,2012-04-25
2012-05-22,0.028741847200000004,10,2012-05-09
2012-06-06,0.004592244999999998,10,2012-05-23
2012-06-20,-0.008463692999999994,10,2012-06-07
2012-07-05,-0.021408178,10,2012-06-21
2012-07-19,-0.0021987139999999957,10,2012-07-06
2012-08-02,-0.021897195999999997,10,2012-07-20
2012-08-16,-0.038235693,10,2012-08-03
2012-08-30,0.0029031767,10,2012-08-17
2012-09-14,-0.029920437099999992,10,2012-08-31
2012-09-28,0.022001622800000002,10,2012-09-17
2012-10-12,0.019660346000000006,10,2012-10-01
2012-10-26,0.034139697999999996,10,2012-10-15
2012-11-13,0.044816266,10,2012-10-31
2012-11-28,-0.056869829000000004,10,2012-11-14
2012-12-12,0.009756286000000003,10,2012-11-29
2012-12-27,0.018117092,10,2012-12-13
2013-01-11,-0.04843273299999999,10,2012-12-28
2013-01-28,-0.0028762920000000008,10,2013-01-14
2013-02-11,-0.006915867499999998,10,2013-01-29
2013-02-26,0.007761835999999998,10,2013-02-12
2013-03-12,-0.020730208,10,2013-02-27
2013-03-26,-0.0040294879999999995,10,2013-03-13
2013-04-10,-0.017319031100000003,10,2013-03-27
2013-04-24,0.003647689,10,2013-04-11
2013-05-08,-0.038718866,10,2013-04-25
2013-05-22,-0.010190645,10,2013-05-09
2013-06-06,0.00019390500000000116,10,2013-05-23
2013-06-20,0.038489554,10,2013-06-07
2013-07-05,-0.030183311999999997,10,2013-06-21
2013-07-19,-0.029596802000000002,10,2013-07-08
2013-08-02,-0.028383332,10,2013-07-22
2013-08-16,0.023638824,10,2013-08-05
2013-08-30,-0.007141126999999998,10,2013-08-19
2013-09-16,-0.031540563,10,2013-09-03
2013-09-30,-0.019311949,10,2013-09-17
2013-10-14,0.0025824502999999962,10,2013-10-01
2013-10-28,-0.04433544600000001,10,2013-10-15
2013-11-11,0.007852672000000002,10,2013-10-29
2013-11-25,-0.02365115,10,2013-11-12
2013-12-10,-0.006718996000000001,10,2013-11-26
2013-12-24,-0.032777825000000003,10,2013-12-11
2014-01-09,0.005454818000000002,10,2013-12-26
2014-01-24,0.015849699000000002,10,2014-01-10
2014-02-07,-0.020615215999999995,10,2014-01-27
2014-02-24,-0.026727017999999998,10,2014-02-10
2014-03-10,-0.0033538510000000006,10,2014-02-25
2014-03-24,0.016874615000000003,10,2014-03-11
2014-04-07,0.025531661999999993,10,2014-03-25
2014-04-22,-0.005302135999999999,10,2014-04-08
2014-05-06,0.0029759970000000015,10,2014-04-23
2014-05-20,-0.024824168,10,2014-05-07
2014-06-04,-0.038139896,10,2014-05-21
2014-06-18,-0.0062947659999999985,10,2014-06-05
2014-07-02,-0.031647645,10,2014-06-19
2014-07-17,-0.0042935879999999975,10,2014-07-03
2014-07-31,0.015402705999999999,10,2014-07-18
2014-08-14,-0.027416877,10,2014-08-01
2014-08-28,-0.023557266,10,2014-08-15
2014-09-12,0.012985162000000001,10,2014-08-29
2014-09-26,-0.004281261000000002,10,2014-09-15
2014-10-10,0.060918851999999996,10,2014-09-29
2014-10-24,-0.060629720000000005,10,2014-10-13
2014-11-07,-0.031610665999999996,10,2014-10-27
2014-11-21,-0.025619968,10,2014-11-10
2014-12-08,-0.0024128722000000013,10,2014-11-24
2014-12-22,0.003585274000000005,10,2014-12-09
2015-01-07,0.009096464999999998,10,2014-12-23
2015-01-22,-0.008825359,10,2015-01-08
2015-02-05,0.011628446999999997,10,2015-01-23
2015-02-20,-0.050899594000000006,10,2015-02-06
2015-03-06,0.008237018,10,2015-02-23
2015-03-20,-0.007348882000000001,10,2015-03-09
2015-04-06,0.023087347,10,2015-03-23
2015-04-20,-0.020934562000000004,10,2015-04-07
2015-05-04,0.006012201999999998,10,2015-04-21
2015-05-18,-0.021167365,10,2015-05-05
2015-06-02,-0.003577298,10,2015-05-19
2015-06-16,0.011320824,10,2015-06-03
2015-06-30,0.008934441000000001,10,2015-06-17
2015-07-15,-0.036721238,10,2015-07-01
2015-07-29,-0.0008027430000000012,10,2015-07-16
2015-08-12,0.017388195000000002,10,2015-07-30
2015-08-26,0.04399101899999999,10,2015-08-13
2015-09-10,0.0003677129999999961,10,2015-08-27
2015-09-24,0.023045086,10,2015-09-11
2015-10-08,-0.033807578,10,2015-09-25
2015-10-22,-0.056514297,10,2015-10-09
2015-11-05,-0.017820031,10,2015-10-23
2015-11-19,0.004443461499999998,10,2015-11-06
2015-12-04,-0.0015479779999999976,10,2015-11-20
2015-12-18,0.028760909999999994,10,2015-12-07
2016-01-05,0.02589286,10,2015-12-21
2016-01-20,0.070226761,10,2016-01-06
2016-02-03,-0.006057510000000008,10,2016-01-21
2016-02-18,0.0008833550000000002,10,2016-02-04
2016-03-03,-0.038838803,10,2016-02-19
2016-03-17,-0.0187263111,10,2016-03-04
2016-04-01,-0.022611140999999998,10,2016-03-18
2016-04-15,-0.011836492,10,2016-04-04
2016-04-29,0.04116503,10,2016-04-18
2016-05-13,0.00018717799999999792,10,2016-05-02
2016-05-27,-0.032213936,10,2016-05-16
2016-06-13,0.022122304,10,2016-05-31
2016-06-27,0.030853655,10,2016-06-14
2016-07-12,-0.06219089,10,2016-06-28
2016-07-26,-0.029590038699999998,10,2016-07-13
2016-08-09,-0.016972284999999997,10,2016-07-27
2016-08-23,-1.881500000000015e-05,10,2016-08-10
2016-09-07,-0.004280589000000001,10,2016-08-24
2016-09-21,-0.018021479,10,2016-09-08
2016-10-05,0.003571841999999999,10,2016-09-22
2016-10-19,0.008491155,10,2016-10-06
2016-11-02,0.032301603,10,2016-10-20
2016-11-16,-0.031034431000000005,10,2016-11-03
2016-12-01,0.018235998999999996,10,2016-11-17
2016-12-15,-0.036359053,10,2016-12-02
2016-12-30,0.0007184880000000015,10,2016-12-16
2017-01-17,-0.029001206999999998,10,2017-01-03
2017-01-31,-0.01897292,10,2017-01-18
2017-02-14,-0.028638754000000002,10,2017-02-01
2017-03-01,-0.011414338,10,2017-02-15
2017-03-15,-0.009061491999999999,10,2017-03-02
2017-03-29,-0.005097773000000001,10,2017-03-16
2017-04-12,0.015963902000000002,10,2017-03-30
2017-04-27,-0.04205382999999999,10,2017-04-13
2017-05-11,-0.018328265,10,2017-04-28
2017-05-25,-0.017699545999999997,10,2017-05-12
2017-06-09,0.013948770999999999,10,2017-05-26
2017-06-23,-0.012086407,10,2017-06-12
2017-07-10,0.011802644000000001,10,2017-06-26
2017-07-24,-0.037949823,10,2017-07-11
2017-08-07,0.0007253080000000009,10,2017-07-25
2017-08-21,0.008986745899999999,10,2017-08-08
2017-09-05,-0.013159353000000002,10,2017-08-22
2017-09-19,-0.0037686440000000015,10,2017-09-06
2017-10-03,-0.004216354999999999,10,2017-09-20
2017-10-17,-0.019072349000000002,10,2017-10-04
2017-10-31,-0.0217269732,10,2017-10-18
