Date,LogReturn,IntervalDays,StartDate
1999-09-02,-0.042424159999999995,5,1999-08-27
1999-09-10,0.009455378000000002,5,1999-09-03
1999-09-17,-0.024783957000000002,5,1999-09-13
1999-09-24,0.047837727,5,1999-09-20
1999-10-01,-0.01692168,5,1999-09-27
1999-10-08,-0.043979506,5,1999-10-04
1999-10-15,0.087799908,5,1999-10-11
1999-10-22,-0.0503913633,5,1999-10-18
1999-10-29,-0.051837388,5,1999-10-25
1999-11-05,-0.062919745,5,1999-11-01
1999-11-12,-0.031651454,5,1999-11-08
1999-11-19,-0.058658477,5,1999-11-15
1999-11-29,0.027560118,5,1999-11-22
1999-12-06,-0.077283457,5,1999-11-30
1999-12-13,0.011860718000000001,5,1999-12-07
1999-12-20,-0.108005021,5,1999-12-14
1999-12-28,-0.04465838,5,1999-12-21
2000-01-04,0.050690373,5,1999-12-29
2000-01-11,0.008351692999999993,5,2000-01-05
2000-01-19,-0.099427722,5,2000-01-12
2000-01-26,0.06689613400000001,5,2000-01-20
2000-02-02,-0.069345147,5,2000-01-27
2000-02-09,-0.060170567999999994,5,2000-02-03
2000-02-16,-0.008613167000000001,5,2000-02-10
2000-02-24,-0.012813339,5,2000-02-17
2000-03-02,-0.061329089,5,2000-02-25
2000-03-09,-0.031960532,5,2000-03-03
2000-03-16,0.03250537500000002,5,2000-03-10
2000-03-23,-0.05502008499999999,5,2000-03-17
2000-03-30,0.06466229700000001,5,2000-03-24
2000-04-06,0.024470198999999984,5,2000-03-31
2000-04-13,0.291712837,5,2000-04-07
2000-04-20,-0.04508304599999998,5,2000-04-14
2000-04-28,-0.132665885,5,2000-04-24
2000-05-05,0.08376397599999999,5,2000-05-01
2000-05-12,0.0026984349999999956,5,2000-05-08
2000-05-19,0.073046059,5,2000-05-15
2000-05-26,-0.044722473,5,2000-05-22
2000-06-05,-0.06582502800000001,5,2000-05-30
2000-06-12,-0.032244538,5,2000-06-06
2000-06-19,-0.0436505282,5,2000-06-13
2000-06-26,0.06155099400000001,5,2000-06-20
2000-07-03,0.013390141000000001,5,2000-06-27
2000-07-11,-0.06659132000000001,5,2000-07-05
2000-07-18,0.014755402000000004,5,2000-07-12
2000-07-25,0.006708229999999999,5,2000-07-19
2000-08-01,0.089800908,5,2000-07-26
2000-08-08,-0.056450814999999994,5,2000-08-02
2000-08-15,-0.007609665999999997,5,2000-08-09
2000-08-22,-0.046126864399999995,5,2000-08-16
2000-08-29,-0.018259646999999997,5,2000-08-23
2000-09-06,0.003880294999999999,5,2000-08-30
2000-09-13,0.05617031699999999,5,2000-09-07
2000-09-20,0.005169301000000003,5,2000-09-14
2000-09-27,-0.0018808860000000052,5,2000-09-21
2000-10-04,0.084204208,5,2000-09-28
2000-10-11,0.130808389,5,2000-10-05
2000-10-18,-0.124548179,5,2000-10-12
2000-10-25,0.07181372999999999,5,2000-10-19
2000-11-01,-0.043659897999999996,5,2000-10-26
2000-11-08,0.07903519899999999,5,2000-11-02
2000-11-15,0.044104489,5,2000-11-09
2000-11-22,0.033040667,5,2000-11-16
2000-11-30,0.10431712100000001,5,2000-11-24
2000-12-07,-0.127128423,5,2000-12-01
2000-12-14,0.1272304,5,2000-12-08
2000-12-21,0.04542534000000002,5,2000-12-15
2000-12-29,0.13491503100000002,5,2000-12-22
2001-01-08,-0.08230435599999998,5,2001-01-02
2001-01-16,-0.10163419000000003,5,2001-01-09
2001-01-23,-0.06351280599999999,5,2001-01-17
2001-01-30,0.050184889999999996,5,2001-01-24
2001-02-06,0.073329847,5,2001-01-31
2001-02-13,0.044049296999999994,5,2001-02-07
2001-02-21,0.12620916,5,2001-02-14
2001-02-28,0.032199241,5,2001-02-22
2001-03-07,0.015294051,5,2001-03-01
2001-03-14,0.132329937,5,2001-03-08
2001-03-21,-0.0023413019999999896,5,2001-03-15
2001-03-28,0.085048656,5,2001-03-22
2001-04-04,0.02861148000000001,5,2001-03-29
2001-04-11,-0.12091386100000001,5,2001-04-05
2001-04-19,-0.12036903400000001,5,2001-04-12
2001-04-26,0.06578155599999999,5,2001-04-20
2001-05-03,-0.06072111399999999,5,2001-04-27
2001-05-10,0.054811971,5,2001-05-04
2001-05-17,-0.056826770000000006,5,2001-05-11
2001-05-24,-0.016999558,5,2001-05-18
2001-06-01,0.06418701500000001,5,2001-05-25
2001-06-08,-0.004157016000000003,5,2001-06-04
2001-06-15,0.102572338,5,2001-06-11
2001-06-22,-0.045404364999999995,5,2001-06-18
2001-06-29,-0.046589607,5,2001-06-25
2001-07-09,0.117236545,5,2001-07-02
2001-07-16,-0.06238421399999999,5,2001-07-10
2001-07-23,0.074824734,5,2001-07-17
2001-07-30,-0.047903771,5,2001-07-24
2001-08-06,-0.0075503770000000005,5,2001-07-31
2001-08-13,0.039941334,5,2001-08-07
2001-08-20,0.09600737699999999,5,2001-08-14
2001-08-27,-0.030304542999999996,5,2001-08-21
2001-09-04,0.07550498299999998,5,2001-08-28
2001-09-17,0.14469459999999998,5,2001-09-05
2001-09-24,0.030569324999999994,5,2001-09-18
2001-10-01,0.024200845,5,2001-09-25
2001-10-08,-0.070905299,5,2001-10-02
2001-10-15,-0.121120009,5,2001-10-09
2001-10-22,0.014880854,5,2001-10-16
2001-10-29,0.03066644800000001,5,2001-10-23
2001-11-05,-0.126386405,5,2001-10-30
2001-11-12,-0.037164578000000004,5,2001-11-06
2001-11-19,0.01984438,5,2001-11-13
2001-11-27,-0.004718797000000004,5,2001-11-20
2001-12-04,-0.10007305999999999,5,2001-11-28
2001-12-11,0.030059534000000006,5,2001-12-05
2001-12-18,0.025017676000000003,5,2001-12-12
2001-12-26,0.013730561999999998,5,2001-12-19
2002-01-03,-0.04178562499999999,5,2001-12-27
2002-01-10,0.024696046,5,2002-01-04
2002-01-17,0.054029146,5,2002-01-11
2002-01-25,-0.010690479,5,2002-01-18
2002-02-01,0.056315243,5,2002-01-28
2002-02-08,0.0010348989999999954,5,2002-02-04
2002-02-15,0.06310843299999999,5,2002-02-11
2002-02-25,-0.009984088000000002,5,2002-02-19
2002-03-04,-0.06744298700000001,5,2002-02-26
2002-03-11,-0.014300672,5,2002-03-05
2002-03-18,0.010491929,5,2002-03-12
2002-03-25,0.044243041000000004,5,2002-03-19
2002-04-02,0.032002619,5,2002-03-26
2002-04-09,0.022427049999999997,5,2002-04-03
2002-04-16,-0.029217836,5,2002-04-10
2002-04-23,0.074971443,5,2002-04-17
2002-04-30,0.027156060999999995,5,2002-04-24
2002-05-07,-0.011749892000000012,5,2002-05-01
2002-05-14,-0.02208722199999999,5,2002-05-08
2002-05-21,0.036143647,5,2002-05-15
2002-05-29,0.029379302000000003,5,2002-05-22
2002-06-05,0.058939219,5,2002-05-30
2002-06-12,0.045128143999999995,5,2002-06-06
2002-06-19,0.040660469,5,2002-06-13
2002-06-26,0.01117806,5,2002-06-20
2002-07-03,-0.009708676999999999,5,2002-06-27
2002-07-11,0.05828851400000002,5,2002-07-05
2002-07-18,0.035980629,5,2002-07-12
2002-07-25,0.05815021400000001,5,2002-07-19
2002-08-01,0.020406382000000008,5,2002-07-26
2002-08-08,-0.04899769,5,2002-08-02
2002-08-15,-0.06077208899999999,5,2002-08-09
2002-08-22,-0.014383144000000007,5,2002-08-16
2002-08-29,0.06978205,5,2002-08-23
2002-09-06,0.010829024000000001,5,2002-08-30
2002-09-13,0.025806691,5,2002-09-09
2002-09-20,0.07471102,5,2002-09-16
2002-09-27,0.012604606999999997,5,2002-09-23
2002-10-04,0.034062273000000004,5,2002-09-30
2002-10-11,-0.112832776,5,2002-10-07
2002-10-18,-0.083661337,5,2002-10-14
2002-10-25,-0.00011231300000000624,5,2002-10-21
2002-11-01,-0.06667326,5,2002-10-28
2002-11-08,0.07382515099999999,5,2002-11-04
2002-11-15,-0.072104456,5,2002-11-11
2002-11-22,-0.075413786,5,2002-11-18
2002-12-02,0.0345363,5,2002-11-25
2002-12-09,0.05254122099999999,5,2002-12-03
2002-12-16,-0.006704993000000005,5,2002-12-10
2002-12-23,0.016217018,5,2002-12-17
2002-12-31,-0.004456044000000006,5,2002-12-24
2003-01-08,-0.045817959000000005,5,2003-01-02
2003-01-15,0.01365161,5,2003-01-09
2003-01-23,0.063472634,5,2003-01-16
2003-01-30,0.01326798,5,2003-01-24
2003-02-06,0.026804347,5,2003-01-31
2003-02-13,-0.025827318,5,2003-02-07
2003-02-21,-0.012748176999999996,5,2003-02-14
2003-02-28,0.003645963000000002,5,2003-02-24
2003-03-07,0.027393089000000002,5,2003-03-03
2003-03-14,-0.11055188300000002,5,2003-03-10
2003-03-21,0.028164245,5,2003-03-17
2003-03-28,0.027536400000000003,5,2003-03-24
2003-04-04,-0.033421067000000006,5,2003-03-31
2003-04-11,0.004729760999999999,5,2003-04-07
2003-04-21,-0.05034656,5,2003-04-14
2003-04-28,-0.012932593,5,2003-04-22
2003-05-05,-0.031717917,5,2003-04-29
2003-05-12,-0.0027634029999999998,5,2003-05-06
2003-05-19,0.038015525999999994,5,2003-05-13
2003-05-27,-0.052904523,5,2003-05-20
2003-06-03,-0.042916092,5,2003-05-28
2003-06-10,-0.002837342999999999,5,2003-06-04
2003-06-17,-0.015879889,5,2003-06-11
2003-06-24,0.048845860000000005,5,2003-06-18
2003-07-01,-0.047121478999999994,5,2003-06-25
2003-07-09,-0.018215584000000003,5,2003-07-02
2003-07-16,0.010069048,5,2003-07-10
2003-07-23,0.0017372599999999974,5,2003-07-17
2003-07-30,-0.018319554999999994,5,2003-07-24
2003-08-06,0.047938098,5,2003-07-31
2003-08-13,-0.028133905,5,2003-08-07
2003-08-20,-0.0489080741,5,2003-08-14
2003-08-27,-0.013358819999999999,5,2003-08-21
2003-09-04,-0.021951494000000002,5,2003-08-28
2003-09-11,0.0031402510000000028,5,2003-09-05
2003-09-18,-0.025187795,5,2003-09-12
2003-09-25,0.061428045,5,2003-09-19
2003-10-02,-0.04918615,5,2003-09-26
2003-10-09,-0.021258341000000004,5,2003-10-03
2003-10-16,0.007753112000000003,5,2003-10-10
2003-10-23,0.016935764000000002,5,2003-10-17
2003-10-30,-0.032855485,5,2003-10-24
2003-11-06,-0.014258317,5,2003-10-31
2003-11-13,0.020547511999999997,5,2003-11-07
2003-11-20,0.02459102,5,2003-11-14
2003-11-28,-0.052316567999999994,5,2003-11-21
2003-12-05,0.020265043999999996,5,2003-12-01
2003-12-12,0.015084464999999997,5,2003-12-08
2003-12-19,-0.02467131,5,2003-12-15
2003-12-29,-0.026399669999999997,5,2003-12-22
2004-01-06,-0.029657667,5,2003-12-30
2004-01-13,-0.013003981999999999,5,2004-01-07
2004-01-21,0.002388646000000001,5,2004-01-14
2004-01-28,0.022479983999999998,5,2004-01-22
2004-02-04,0.021186504000000002,5,2004-01-29
2004-02-11,-0.024482323,5,2004-02-05
2004-02-19,0.012898040999999999,5,2004-02-12
2004-02-26,0.00793913,5,2004-02-20
2004-03-04,-0.0017734789999999988,5,2004-02-27
2004-03-11,0.028641361999999993,5,2004-03-05
2004-03-18,0.023195550000000002,5,2004-03-12
2004-03-25,-0.011947675000000001,5,2004-03-19
2004-04-01,-0.05157233,5,2004-03-26
2004-04-08,-0.003770645,5,2004-04-02
2004-04-16,0.015121136,5,2004-04-12
2004-04-23,-0.004773181,5,2004-04-19
2004-04-30,0.045065675,5,2004-04-26
2004-05-07,0.012935798,5,2004-05-03
2004-05-14,0.012387625999999997,5,2004-05-10
2004-05-21,-0.024390319,5,2004-05-17
2004-05-28,-0.037867359,5,2004-05-24
2004-06-07,-0.018506115999999996,5,2004-06-01
2004-06-15,0.010739495,5,2004-06-08
2004-06-22,-0.009100418999999998,5,2004-06-16
2004-06-29,-0.015361611,5,2004-06-23
2004-07-07,0.058033019000000005,5,2004-06-30
2004-07-14,0.0106848449,5,2004-07-08
2004-07-21,0.0052470889999999965,5,2004-07-15
2004-07-28,0.0070964220000000015,5,2004-07-22
2004-08-04,0.032786486000000004,5,2004-07-29
2004-08-11,0.036883336,5,2004-08-05
2004-08-18,-0.036735552,5,2004-08-12
2004-08-25,-0.022461688999999996,5,2004-08-19
2004-09-01,-0.010322412999999999,5,2004-08-26
2004-09-09,-0.010429284999999996,5,2004-09-02
2004-09-16,-0.009368575,5,2004-09-10
2004-09-23,0.019290244,5,2004-09-17
2004-09-30,-0.037795656,5,2004-09-24
2004-10-07,0.015243541999999997,5,2004-10-01
2004-10-14,-1.3977000000000087e-05,5,2004-10-08
2004-10-21,-0.005067571999999999,5,2004-10-15
2004-10-28,-0.033145254,5,2004-10-22
2004-11-04,-0.025579423,5,2004-10-29
2004-11-11,-0.0215142954,5,2004-11-05
2004-11-18,0.0040507749999999995,5,2004-11-12
2004-11-26,-0.018087994,5,2004-11-19
2004-12-03,-0.024469741,5,2004-11-29
2004-12-10,-0.0009689109999999994,5,2004-12-06
2004-12-17,0.018169699,5,2004-12-13
2004-12-27,-0.020036988000000002,5,2004-12-20
2005-01-03,0.032768685000000006,5,2004-12-28
2005-01-10,0.0117944684,5,2005-01-04
2005-01-18,0.005001542999999999,5,2005-01-11
2005-01-25,0.023990726999999996,5,2005-01-19
2005-02-01,-0.010606174999999999,5,2005-01-26
2005-02-08,0.012065149,5,2005-02-02
2005-02-15,-0.023351296,5,2005-02-09
2005-02-23,0.016143509,5,2005-02-16
2005-03-02,0.003842096999999999,5,2005-02-24
2005-03-09,-0.008227246,5,2005-03-03
2005-03-16,0.024403520999999997,5,2005-03-10
2005-03-23,0.011962664900000001,5,2005-03-17
2005-03-31,0.00040145799999999864,5,2005-03-24
2005-04-07,-0.010998604999999998,5,2005-04-01
2005-04-14,0.053229526,5,2005-04-08
2005-04-21,-0.008919416999999999,5,2005-04-15
2005-04-28,0.0002955659999999971,5,2005-04-22
2005-05-05,-0.024479896000000004,5,2005-04-29
2005-05-12,-0.009997931,5,2005-05-06
2005-05-19,-0.038308076999999996,5,2005-05-13
2005-05-26,-0.014126933000000001,5,2005-05-20
2005-06-03,0.0029272380000000004,5,2005-05-27
2005-06-10,0.010499706000000001,5,2005-06-06
2005-06-17,-0.00533519,5,2005-06-13
2005-06-24,0.028744399,5,2005-06-20
2005-07-01,-0.008399769,5,2005-06-27
2005-07-11,-0.032165388,5,2005-07-05
2005-07-18,-0.022187249,5,2005-07-12
2005-07-25,-0.00529251,5,2005-07-19
2005-08-01,-0.017409319,5,2005-07-26
2005-08-08,0.016028099999999997,5,2005-08-02
2005-08-15,0.017089373,5,2005-08-09
2005-08-22,0.0017232,5,2005-08-16
2005-08-29,0.0035511319999999985,5,2005-08-23
2005-09-06,-0.021563955000000003,5,2005-08-30
2005-09-13,0.006414840999999999,5,2005-09-07
2005-09-20,0.01763667,5,2005-09-14
2005-09-27,-0.004452757399999999,5,2005-09-21
2005-10-04,-0.0017259340000000001,5,2005-09-28
2005-10-11,0.03255038,5,2005-10-05
2005-10-18,-0.031334257,5,2005-10-12
2005-10-25,-0.003516975999999998,5,2005-10-19
2005-11-01,-0.013964285000000002,5,2005-10-26
2005-11-08,-0.020400398,5,2005-11-02
2005-11-15,-0.01294485,5,2005-11-09
2005-11-22,-0.027072753999999997,5,2005-11-16
2005-11-30,-0.00441629,5,2005-11-23
2005-12-07,0.011027084,5,2005-12-01
2005-12-14,-0.009512099,5,2005-12-08
2005-12-21,0.010841897,5,2005-12-15
2005-12-29,0.022923897999999998,5,2005-12-22
2006-01-06,-0.057114515000000005,5,2005-12-30
2006-01-13,0.0031682259999999992,5,2006-01-09
2006-01-23,0.029318908,5,2006-01-17
2006-01-30,-0.014442533,5,2006-01-24
2006-02-06,0.035042052000000004,5,2006-01-31
2006-02-13,-0.006101795000000001,5,2006-02-07
2006-02-21,-0.009324901,5,2006-02-14
2006-02-28,-0.01011841,5,2006-02-22
2006-03-07,0.020406499,5,2006-03-01
2006-03-14,-0.020335682,5,2006-03-08
2006-03-21,0.010763192000000001,5,2006-03-15
2006-03-28,-0.016283613,5,2006-03-22
2006-04-04,-0.016819441999999997,5,2006-03-29
2006-04-11,0.016285498,5,2006-04-05
2006-04-19,-0.014066895999999999,5,2006-04-12
2006-04-26,0.006825252000000002,5,2006-04-20
2006-05-03,0.009426166,5,2006-04-27
2006-05-10,0.025935574,5,2006-05-04
2006-05-17,0.043383624999999995,5,2006-05-11
2006-05-24,-0.007888856999999999,5,2006-05-18
2006-06-01,-0.008230192000000002,5,2006-05-25
2006-06-08,0.039153259,5,2006-06-02
2006-06-15,-0.0076241370000000004,5,2006-06-09
2006-06-22,0.007572559000000002,5,2006-06-16
2006-06-29,-0.015469172,5,2006-06-23
2006-07-07,0.035099028000000004,5,2006-06-30
2006-07-14,0.035060793,5,2006-07-10
2006-07-21,-0.009380449,5,2006-07-17
2006-07-28,-0.018110176999999998,5,2006-07-24
2006-08-04,0.010187998,5,2006-07-31
2006-08-11,-0.00013384799999999978,5,2006-08-07
2006-08-18,-0.04372556699999999,5,2006-08-14
2006-08-25,-0.005856803999999999,5,2006-08-21
2006-09-01,-0.021046908000000003,5,2006-08-28
2006-09-11,-0.007492020999999998,5,2006-09-05
2006-09-18,-0.003287179999999999,5,2006-09-12
2006-09-25,-0.023249134,5,2006-09-19
2006-10-02,0.011462502000000001,5,2006-09-26
2006-10-09,-0.031800326,5,2006-10-03
2006-10-16,-0.009591893000000002,5,2006-10-10
2006-10-23,-0.0024945310000000004,5,2006-10-17
2006-10-30,-0.010828733,5,2006-10-24
2006-11-06,-0.005175495999999999,5,2006-10-31
2006-11-13,-0.025902898,5,2006-11-07
2006-11-20,-0.012040935,5,2006-11-14
2006-11-28,0.00894596,5,2006-11-21
2006-12-05,-0.003541305,5,2006-11-29
2006-12-12,0.008759131,5,2006-12-06
2006-12-19,0.0030999419999999988,5,2006-12-13
2006-12-27,0.010732787,5,2006-12-20
2007-01-05,-0.015905222,5,2006-12-28
2007-01-12,-0.030474204,5,2007-01-08
2007-01-22,0.038192172999999996,5,2007-01-16
2007-01-29,-0.002455538,5,2007-01-23
2007-02-05,-0.008569512,5,2007-01-30
2007-02-12,0.005166523999999999,5,2007-02-06
2007-02-20,-0.030535502000000003,5,2007-02-13
2007-02-27,0.043041765,5,2007-02-21
2007-03-06,0.014609651000000001,5,2007-02-28
2007-03-13,-0.004052602999999998,5,2007-03-07
2007-03-20,-0.035614414,5,2007-03-14
2007-03-27,0.020023649,5,2007-03-21
2007-04-03,-0.01746828,5,2007-03-28
2007-04-11,-0.006500301000000002,5,2007-04-04
2007-04-18,-0.0104116189,5,2007-04-12
2007-04-25,-0.030684506,5,2007-04-19
2007-05-02,-0.003207221,5,2007-04-26
2007-05-09,0.0108411919,5,2007-05-03
2007-05-16,-0.005042726000000001,5,2007-05-10
2007-05-23,0.005362741000000001,5,2007-05-17
2007-05-31,-0.028222738799999997,5,2007-05-24
2007-06-07,0.011474833999999996,5,2007-06-01
2007-06-14,-0.018786262999999997,5,2007-06-08
2007-06-21,0.010594376999999999,5,2007-06-15
2007-06-28,-0.006307009000000001,5,2007-06-22
2007-07-06,-0.028090445999999995,5,2007-06-29
2007-07-13,-0.019327399999999998,5,2007-07-09
2007-07-20,-0.004089221,5,2007-07-16
2007-07-27,0.031122688999999995,5,2007-07-23
2007-08-03,0.009958588999999997,5,2007-07-30
2007-08-10,0.01026552,5,2007-08-06
2007-08-17,0.021613086000000004,5,2007-08-13
2007-08-24,-0.028352079,5,2007-08-20
2007-08-31,-0.03680859,5,2007-08-27
2007-09-10,0.01572801,5,2007-09-04
2007-09-17,-0.0230556765,5,2007-09-11
2007-09-24,-0.020165072,5,2007-09-18
2007-10-01,-0.018632836000000003,5,2007-09-25
2007-10-08,-0.025809088,5,2007-10-02
2007-10-15,0.009286680999999998,5,2007-10-09
2007-10-22,-0.024811202999999997,5,2007-10-16
2007-10-29,-0.0011013449999999995,5,2007-10-23
2007-11-05,-0.007383406000000001,5,2007-10-30
2007-11-12,0.07364079499999998,5,2007-11-06
2007-11-19,0.017646857000000002,5,2007-11-13
2007-11-27,-0.031733458000000006,5,2007-11-20
2007-12-04,-0.0018690259999999993,5,2007-11-28
2007-12-11,-0.0009760339999999989,5,2007-12-05
2007-12-18,0.034056471,5,2007-12-12
2007-12-26,-0.036304865,5,2007-12-19
2008-01-03,0.070094367,5,2007-12-27
2008-01-10,0.026165416,5,2008-01-04
2008-01-17,0.036587434,5,2008-01-11
2008-01-25,0.02138102,5,2008-01-18
2008-02-01,-0.013055102,5,2008-01-28
2008-02-08,0.019719624999999998,5,2008-02-04
2008-02-15,0.015897352,5,2008-02-11
2008-02-25,-0.01490416,5,2008-02-19
2008-03-03,0.026937904,5,2008-02-26
2008-03-10,0.0015783509999999987,5,2008-03-04
2008-03-17,-0.011479281000000001,5,2008-03-11
2008-03-25,-0.031430656,5,2008-03-18
2008-04-01,-0.017195902,5,2008-03-26
2008-04-08,0.012304951,5,2008-04-02
2008-04-15,-0.011271315,5,2008-04-09
2008-04-22,-0.031849877,5,2008-04-16
2008-04-29,-0.005773532000000001,5,2008-04-23
2008-05-06,-0.017430760999999996,5,2008-04-30
2008-05-13,-0.023238955999999998,5,2008-05-07
2008-05-20,0.0204857836,5,2008-05-14
2008-05-28,-0.031301759000000005,5,2008-05-21
2008-06-04,-0.01771713,5,2008-05-29
2008-06-11,0.065787896,5,2008-06-05
2008-06-18,-0.02991303,5,2008-06-12
2008-06-25,0.06635959200000001,5,2008-06-19
2008-07-02,0.021265924,5,2008-06-26
2008-07-10,0.003016078000000002,5,2008-07-03
2008-07-17,-0.006796738999999996,5,2008-07-11
2008-07-24,-0.012709380000000001,5,2008-07-18
2008-07-31,0.010884617000000001,5,2008-07-25
2008-08-07,-0.053130309,5,2008-08-01
2008-08-14,-0.0161340746,5,2008-08-08
2008-08-21,0.013417428,5,2008-08-15
2008-08-28,0.030985574000000002,5,2008-08-22
2008-09-05,0.060307255,5,2008-08-29
2008-09-12,0.033153674,5,2008-09-08
2008-09-19,0.023445340000000005,5,2008-09-15
2008-09-26,0.107494386,5,2008-09-22
2008-10-03,0.058398048999999994,5,2008-09-29
2008-10-10,-0.012855620000000012,5,2008-10-06
2008-10-17,0.05520576500000002,5,2008-10-13
2008-10-24,0.145331253,5,2008-10-20
2008-10-31,-0.1319283121,5,2008-10-27
2008-11-07,0.064800776,5,2008-11-03
2008-11-14,0.08247839400000001,5,2008-11-10
2008-11-21,-0.002063912000000001,5,2008-11-17
2008-12-01,0.021311120000000003,5,2008-11-24
2008-12-08,-0.07042547299999999,5,2008-12-02
2008-12-15,-0.025278837000000002,5,2008-12-09
2008-12-22,0.049707760999999996,5,2008-12-16
2008-12-30,-0.023768887,5,2008-12-23
2009-01-07,-0.03317445499999999,5,2008-12-31
2009-01-14,0.05666447299999999,5,2009-01-08
2009-01-22,0.006467741999999998,5,2009-01-15
2009-01-29,-0.0037009730000000032,5,2009-01-23
2009-02-05,-0.079170935,5,2009-01-30
2009-02-12,0.03232938999999999,5,2009-02-06
2009-02-20,0.09126211099999999,5,2009-02-13
2009-02-27,0.047432768,5,2009-02-23
2009-03-06,0.030937983999999995,5,2009-03-02
2009-03-13,-0.09286261199999998,5,2009-03-09
2009-03-20,-0.095163344,5,2009-03-16
2009-03-27,0.031446344,5,2009-03-23
2009-04-03,-0.072876182,5,2009-03-30
2009-04-13,-0.006989453,5,2009-04-06
2009-04-20,-0.0050917180000000055,5,2009-04-14
2009-04-27,-0.024423544000000005,5,2009-04-21
2009-05-04,-0.04444091,5,2009-04-28
2009-05-11,0.033138712800000004,5,2009-05-05
2009-05-18,-0.014880745,5,2009-05-12
2009-05-26,-0.002735784,5,2009-05-19
2009-06-02,-0.051142057,5,2009-05-27
2009-06-09,-0.013350543000000003,5,2009-06-03
2009-06-16,0.026689394000000005,5,2009-06-10
2009-06-23,0.006083485000000003,5,2009-06-17
